"ONTOLOGY","ID","Description","p.adjust","geneID","dbPEC"
"BP","GO:0060348","bone development",0.000834088252295377,"PITX2/FLI1/BMPR2/MEIS1/MEF2C/PLXNB1/WNT1/HOXA11/SMAD1/COL13A1/COL2A1/MSX1/PIP4K2A/PTPN6/PTPRC/SMAD5/SRF/ANKRD11/FGFR2/FOXP1/LILRB1/LRP5/MMP13/PEX7/SEMA4D/SMPD3/SOX9/WASF2","Yes"
"CC","GO:0043198","dendritic shaft",0.000847267711642363,"RTN4R/GIPC1/APP/DLG3/FLNA/SLC8A1/EPHA4/GRM7/LPAR1/MPP2","No"
"BP","GO:0048771","tissue remodeling",0.000852969982027381,"CAV1/CTSK/BMPR2/ACVRL1/PTK2B/MEF2C/HMGB1/TNFRSF11A/SYT7/MERTK/BCR/CSK/MDM2/PLG/ROCK1/S1PR1/SRC/TRAF6/CSF1R/EPHA2/GPNMB/HTR1B/MITF/NCDN/NF1/PTH1R","Yes"
"MF","GO:0048156","tau protein binding",0.000859136553626449,"BIN1/HSP90AA1/PPP2CA/CDK5/DCTN1/FYN/GSK3B/HDAC6/MARK3/PIN1/ROCK1/PPP5C","Yes"
"MF","GO:0051018","protein kinase A binding",0.000859136553626449,"EZR/PRKAR2A/AKAP8/AKAP10/AKAP9/CSK/GSK3B/PRKACA/RDX/KCNQ1/SOX9/WASF2","No"
"BP","GO:0046631","alpha-beta T cell activation",0.00088178703923055,"CD28/PRKCZ/HMGB1/CD81/TMEM98/SATB1/ABL1/AP3B1/CD3E/ITCH/JAK3/PRKCQ/PTPRC/RUNX1/CCL19/CD80/FOXP1/IL18R1/LILRB1/NFKBIZ/PRDM1/STAT6","Yes"
"BP","GO:0008360","regulation of cell shape",0.000884179479313633,"EZR/PTK2B/PLXNB1/DLG1/CFDP1/RASA1/CDC42EP1/ANXA7/EPB41/EPS8/FYN/GNA12/GNA13/PTK2/RDX/CSF1R/LPAR1/PARVB/SEMA4D/SPTA1/WASF3","Yes"
"BP","GO:0035023","regulation of Rho protein signal transduction",0.000884179479313633,"RASGRF2/F2RL1/VAV3/VAV1/ARHGDIB/RASGRF1/RTN4R/ABL1/ARHGDIA/ARRB1/BCR/COL3A1/ITGA3/RAF1/SOS1/ECT2/ITSN2/LPAR1/NGEF/RASIP1/ROBO1","Yes"
"BP","GO:0009410","response to xenobiotic stimulus",0.000884179479313633,"OPRK1/AQP1/AIF1/CXCR4/PRKCE/PHGDH/PTK2B/RGS9/DRD1/HNF4A/ARNT/AIP/CDK5/EIF4EBP1/FADD/GNAO1/HOMER1/MDM2/PRKCG/PTGES3/SLC8A1/UBE3A/DRD3/DRD5/GSTM4/HTR1B/HTR3A/OPRM1/PEA15/PPP1R9B/PPP5C/PTAFR/SLC6A3/SMPD1/STAT5A/TRDMT1","Yes"
"BP","GO:0051702","interaction with symbiont",0.00089567503503942,"AQP1/CALM1/F2RL1/CAMP/SMARCA4/CFL1/CTSG/HDAC1/PLG/CAV2/CCNK/DDB1/INPP5K/RAB9A/STOM/SUGT1","Yes"
"BP","GO:0006513","protein monoubiquitination",0.000896004069263936,"UBB/NEDD4/BIRC2/RBX1/RING1/SKP1/TRIM37/UBE2D3/DDB1/DTX3L/RNF40/TOPORS/UBE2O/UBE2W","No"
"BP","GO:0002755","MyD88-dependent toll-like receptor signaling pathway",0.000902953853583821,"UBB/TLR8/IRF7/TNIP1/TLR1/TLR6/BTK/IRAK1/MYD88/TRAF6","No"
"BP","GO:0051293","establishment of spindle localization",0.000902953853583821,"CDK5RAP2/DCTN1/HTT/KPNB1/MAD2L1/NDC80/NUMA1/PAX6/PLK1/ZW10","No"
"MF","GO:0019787","ubiquitin-like protein transferase activity",0.000904767716144486,"TRIM24/TRAF3/AMFR/BRCA1/TRAF2/RNF11/NEDD4/SUMO2/BIRC2/BTRC/KCMF1/HDAC4/ITCH/MDM2/MED17/PIAS4/RBX1/RNF7/SKP1/SMURF2/TRAF6/TRIM27/TRIM37/TRIM5/UBE2D3/UBE3A/WWP1/WWP2/BIRC6/BRAP/CNOT4/DTX3L/KLHL20/LRSAM1/RNF139/RNF183/RNF40/TOPORS/TRIM63/TTC3/UBE2N/UBE2O/UBE2W/ZBED1","No"
"BP","GO:0052547","regulation of peptidase activity",0.000905458602250383,"AQP1/EFNA1/FURIN/CAV1/SFN/BIN1/TRAF2/PAK2/C5/JAK2/HMGB1/BIRC2/TANK/SPOCK2/TRADD/APP/ARRB1/CSNK2A1/FADD/FYN/HDAC1/LCK/MAPK12/MBP/MDM2/MYC/RAF1/RPS6KA3/SMAD3/SRC/AKIRIN2/ARL6IP1/BCL2L11/BIRC6/CD27/COL4A3/CSTA/DAPK1/EPHA4/MGMT/NLRC4/PAX2/PDCD2/PDCD5/ROBO1/SORL1/TFAP2B/TNFSF14","Yes"
"BP","GO:0007602","phototransduction",0.000906653713158101,"CALM1/GNAQ/GNB1/ARRB1/RCVRN/TRPC3/UNC119/FNTA/GRK1/NR2E3/RDH11/RHO","No"
"BP","GO:0031343","positive regulation of cell killing",0.000906653713158101,"STX7/F2RL1/VAV1/FADD/PTPRC/AP1G1/BCL2L11/CADM1/CD226/IL18RAP/NCR3/PVR","Yes"
"BP","GO:0007043","cell-cell junction assembly",0.00091361799271906,"JUP/CD9/TJP1/CAV1/DLG1/ANK2/PRKACA/ROCK1/RUNX1/SRF/TLN1/VCL/CNTNAP1/ECT2/EPHA2/FZD5/PARD6G/PTPRO","Yes"
"BP","GO:0043266","regulation of potassium ion transport",0.00091361799271906,"OPRK1/CAV1/BIN1/PTK2B/ATP1B1/DLG1/NEDD4/DRD1/ANK2/AKAP9/FLNA/SUMO1/WWP2/CACNA1D/EDN3/KCNMB1/KCNQ1/NOS1AP","No"
"BP","GO:0001779","natural killer cell differentiation",0.000924706617188615,"MERTK/TYRO3/FLT3LG/HNF1A/ID2/PTPRC/PRDM1","No"
"BP","GO:0036294","cellular response to decreased oxygen levels",0.000927268329408918,"AQP1/STC2/PDK1/TRPC6/PRKCE/UBB/BNIP3L/PSMC6/GNB1/ARNT/CREBBP/PSMB4/EIF4EBP1/IRAK1/MDM2/MYC/NOTCH1/OPRD1/PSMD4/RBX1/SLC8A1/SRC/UBQLN1/CASR/CCNB1/KCNMB1/MPL/PSMA5/PSMB1/PSMB7/SLC8A3","Yes"
"BP","GO:0097028","dendritic cell differentiation",0.000930505147435336,"F2RL1/SPI1/GATA1/HMGB1/CEBPB/PRTN3/TRAF6/CCL19/LILRB1/LILRB2/LTBR","Yes"
"BP","GO:0045086","positive regulation of interleukin-2 biosynthetic process",0.000931624964927924,"CD28/CD4/CD3E/PRKCQ/PTPRC/CD80","No"
"BP","GO:0030509","BMP signaling pathway",0.000965096813660651,"BMPR2/ACVRL1/PCSK6/WNT1/FZD1/SMAD1/ABL1/GATA4/ITGA3/MSX1/NOTCH1/NUMA1/SMAD5/SMAD6/SMURF2/UBE2D3/AMHR2/ROR2/SMAD9/SMPD3/TFAP2B/UBE2O","Yes"
"BP","GO:0051302","regulation of cell division",0.000966591960803647,"CALM1/PRKCE/SFN/TXNIP/KIF20B/RBL1/GIPC1/CIB1/GIT1/MYC/PAX6/PIN1/PLK1/RBL2/SSTR5/BIRC6/BTC/CHMP4C/CXCR5/DRD3/ECT2/FGFR2/ITGB1BP1/KIF23/PIK3C3","Yes"
"BP","GO:2000736","regulation of stem cell differentiation",0.000968648347982966,"PDGFRA/GATA1/SOX6/SOX5/LMO2/PSMC6/PSMB4/ABL1/GATA4/ITCH/NOTCH1/NUDT21/PSMD4/RUNX1/PSMA5/PSMB1/PSMB7/SOX9/TCF12/TP73","Yes"
"BP","GO:0042102","positive regulation of T cell proliferation",0.000969295366500122,"AIF1/CD28/CD4/HMGB1/CD81/NCK1/TNFRSF13C/CD3E/FADD/PRKCQ/PTPRC/TRAF6/CCL19/CD1D/CD6/LILRB2/SPTA1","Yes"
"BP","GO:0007416","synapse assembly",0.00100586167085113,"CRKL/MEF2C/PLXNB1/PLXND1/FZD1/DRD1/SHANK2/SPOCK2/APP/CDK5/EFNB2/GRID2/MAP1B/MECP2/NTRK1/PTK2/DNM3/FZD5/GABRG2/NLGN2/NRXN1/NRXN2/SEMA4D/SIX1/SPTBN2/UBE2V2","No"
"BP","GO:0050729","positive regulation of inflammatory response",0.00100586167085113,"CD28/CLOCK/OSMR/PIK3CG/TNIP1/ITGA2/JAK2/CD81/TNFRSF11A/CEBPB/TLR6/LBP/TRADD/APP/APPL1/BTK/MYD88/SNX4/CD6/CREB3L3/F12/FFAR2/IL17RB/NFKBIZ","Yes"
"BP","GO:0019098","reproductive behavior",0.00100892531746626,"OPRK1/DRD1/APP/HDAC4/MAPK8IP2/NCOA1/AVPR1A/DRD5/THRB","No"
"BP","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II",0.00100892531746626,"SPI1/SMAD1/SMARCA4/SMAD3/SMAD6/SRF/GNL3/SREBF2/WT1","Yes"
"BP","GO:0060675","ureteric bud morphogenesis",0.00103779319788593,"WNT1/DLG1/PBX1/HOXA11/WNT4/MYC/SOX8/MAGED1/PAX2/SALL1/SIX1/SIX2/SOX9/WT1","Yes"
"CC","GO:0099522","region of cytosol",0.00104254544244728,"NEDD4/EIF4EBP1/HOMER1/HTT/PIN1/PRKCB/PRKCG/SH3GL2","No"
"MF","GO:0003684","damaged DNA binding",0.00104440884762505,"BRCA1/XRCC5/HMGB1/POLD1/CREBBP/ERCC3/RPA2/XRCC6/CRY2/DDB1/MSH6/POLB/RAD18/XPC","No"
"BP","GO:0034162","toll-like receptor 9 signaling pathway",0.00104555771484114,"TLR8/TNIP2/HMGB1/IRAK1/MYD88/TRAF6/PIK3C3/RTN4","No"
"BP","GO:0045732","positive regulation of protein catabolic process",0.00105679436241435,"EZR/FURIN/CAV1/PTK2B/HSP90AA1/NEDD4/PSMC6/CD81/SNX1/SUMO2/LRP1/CSNK1A1/CSNK2A1/DISC1/GSK3B/MDM2/PLK1/PTK2/RBX1/RDX/SUMO1/UBQLN1/DDB1/RNF139/RNF40/SORL1/SOX9/UBE2V2","Yes"
"BP","GO:0010977","negative regulation of neuron projection development",0.00106359590043103,"EFNA1/TRPC6/LINGO1/TRAK2/LRP1/RTN4R/ARHGDIA/CDK5/CIB1/EFNB2/MDM2/PTK2/UBE3A/DNM3/EPHA4/ITM2C/LPAR1/NGEF/PLXNA3/PTPRO/RTN4/TRPC5","Yes"
"BP","GO:0001656","metanephros development",0.00110327471197529,"PDGFRA/HOXA11/WNT4/ID2/MYC/PKD1/SOX8/NF1/PAX2/SALL1/SIX1/SIX2/SOX9/STAT1/TFAP2B/WNT7B/WT1","No"
"BP","GO:0030705","cytoskeleton-dependent intracellular transport",0.00110337317751585,"PRKCZ/UBB/TUBA1A/MAPK8IP3/DYNLL1/BICD2/TRAK2/BLOC1S2/MYO5A/PCM1/NDEL1/AP3B1/APP/HAP1/HTT/MAP1B/RPGR/TUBB/CLUAP1/KIF1C/KIF23/TRAF3IP1/TUB/TUBA1B","No"
"BP","GO:0060326","cell chemotaxis",0.00111899651628238,"AIF1/F2RL1/PDGFRA/CXCR4/VAV3/PTK2B/VAV1/CRKL/PRKD1/PIK3CG/C5/HMGB1/TNFRSF11A/ITGA9/LBP/BCAR1/CCL21/CCR1/CREB3/NOTCH1/PRKCQ/PRKD2/S1PR1/CCL19/CXCR3/CXCR5/EDN3/EPHA2/FFAR2/GBF1/JAM3/LPAR1/PTPRO/TNFSF14","Yes"
"CC","GO:0030016","myofibril",0.00112577199540502,"CALM1/JUP/BIN1/PPP2R5A/ACTN1/CALD1/ANK2/TPM3/ARF1/DMD/FLNA/HDAC4/HOMER1/PAK1/SLC8A1/TNNT1/VCL/ABCC9/AHNAK/ANK1/CACNA1D/FLNC/MYL2/MYOD1/NOS1AP/PARVB/TRIM63/TWF2","Yes"
"CC","GO:0005874","microtubule",0.00112581989585578,"TUBA4A/CALM1/TUBA1A/CLTC/DYNLL1/MID1IP1/MTA1/DLG1/CENPE/CKAP5/MYO5A/NDEL1/DCTN2/CDK5/CDK5RAP2/DCTN1/DISC1/DPYSL2/GABARAP/HDAC6/MACF1/MAP1B/MAP1LC3B/NEK2/NUMA1/PLK1/SLC8A1/TUBB/TUBG1/DNM3/DYNC1I2/DYNLT3/EML4/KIF11/KLC2/POLB/ROR2/SCTR/SLC8A3/TPPP/TRIM63/TUBA1B/ZW10","No"
"BP","GO:0030225","macrophage differentiation",0.00113666649186245,"CD4/SPI1/APP/CEBPE/FADD/ID2/CSF1R/EIF2AK1/GAB3/IL31RA/ROR2","Yes"
"BP","GO:0043268","positive regulation of potassium ion transport",0.00113666649186245,"OPRK1/ATP1B1/DLG1/DRD1/ANK2/AKAP9/FLNA/EDN3/KCNMB1/KCNQ1/NOS1AP","No"
"BP","GO:0046545","development of primary female sexual characteristics",0.00116004375753181,"PDGFRA/UBB/KITLG/INHBB/WNT4/CEBPB/ARRB1/INSR/NR5A1/SRC/UBE3A/ADCYAP1R1/AMHR2/CASP2/FSHR/PTPRN/WT1/ZFPM2","Yes"
"BP","GO:0060218","hematopoietic stem cell differentiation",0.00116109534468824,"GATA1/XRCC5/LMO2/PSMC6/PSMB4/ABL1/ITCH/MEOX1/PSMD4/RUNX1/SRF/PSMA5/PSMB1/PSMB7/TCF12/TP73","Yes"
"BP","GO:0052548","regulation of endopeptidase activity",0.00116109534468824,"AQP1/EFNA1/FURIN/SFN/BIN1/TRAF2/PAK2/C5/JAK2/HMGB1/BIRC2/SPOCK2/TRADD/APP/ARRB1/CSNK2A1/FADD/FYN/HDAC1/LCK/MBP/MDM2/MYC/RAF1/RPS6KA3/SMAD3/SRC/AKIRIN2/ARL6IP1/BCL2L11/BIRC6/CD27/COL4A3/CSTA/DAPK1/EPHA4/MGMT/NLRC4/PAX2/PDCD2/PDCD5/ROBO1/SORL1/TFAP2B/TNFSF14","Yes"
"MF","GO:0031267","small GTPase binding",0.00116579243969736,"RASGRF2/RIN2/CAV1/SYTL2/GRASP/VAV3/VAV1/ARHGDIB/BICD2/PAK2/RAPGEF4/DVL2/MYO5A/RASGRF1/PEX5/MADD/BCR/CIB1/DVL3/EPS8/FLNA/KPNB1/PAK1/PDE6D/PFN1/RAB8A/RAP1A/ROCK1/SOS1/ADCYAP1R1/AP1G1/ARHGAP1/CHML/DIAPH2/ECT2/EXOC5/IPO5/IPO8/ITSN2/LSM2/NGEF/SORL1/USP33/XPO5","No"
"BP","GO:0060537","muscle tissue development",0.00117399289179917,"FZD7/PDGFRA/CAV1/MEIS1/SOX6/SAV1/CCNT2/MEF2C/MAPK11/DLG1/ERBB3/SMAD1/CREB1/CDK5/COL3A1/EFNB2/GATA4/HDAC4/HOMER1/ID2/KAT2A/NOTCH1/PAK1/PIN1/PROX1/S1PR1/SLC8A1/SMAD3/SOX8/SRF/CAV2/CCNB1/CHRND/FGFR2/GLI1/GPC1/MYL2/MYOD1/MYOZ1/NF1/SIX1/SOX9/TNNI1/TP73/WT1/XK/ZFPM2","Yes"
"BP","GO:0072078","nephron tubule morphogenesis",0.00119988542708914,"WNT1/DLG1/PBX1/HOXA11/WNT4/MYC/PKD1/SOX8/MAGED1/PAX2/SALL1/SIX1/SIX2/SOX9/WT1","Yes"
"CC","GO:1902495","transmembrane transporter complex",0.00120149617691542,"GABRB1/CALM1/GABRR1/STX1A/CLIC4/PTK2B/ATP1B1/GRIN2D/SHANK2/DLG4/AKAP9/CACNA1A/CHRNA4/DLG3/EPS8/GRIA4/GRID2/PKD1/PRKACA/SHANK1/SNAP25/SUMO1/ABCC9/CACNA1D/CLIC1/CNTNAP1/GABRG2/GLRA2/HTR3A/KCNA2/KCNQ1/NOS1AP/SCNN1G/TRPC4/TRPC5","No"
"BP","GO:0072171","mesonephric tubule morphogenesis",0.00120580137577277,"WNT1/DLG1/PBX1/HOXA11/WNT4/MYC/SOX8/MAGED1/PAX2/SALL1/SIX1/SIX2/SOX9/WT1","Yes"
"BP","GO:1903391","regulation of adherens junction organization",0.00120580137577277,"EPHA3/ACVRL1/LIMS1/WNT4/LRP1/ABL1/MACF1/PTK2/RDX/ROCK1/SMAD3/SRC/ITGB1BP1/PTPRJ","Yes"
"BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",0.00123752538209076,"CAV1/UBB/AMFR/CLOCK/MTA1/KCTD17/PSMC6/SUMO2/BIRC2/BTRC/SDCBP/GIPC1/PSMB4/ARRB1/BUB1B/CSNK1A1/GNA12/GSK3B/MAD2L1/MDM2/PLK1/PSMD4/RBX1/SKP1/SMARCC1/SUMO1/UBE2D3/UBQLN1/UBQLN4/WWP2/CCNB1/DDB1/FBXW5/FHIT/KLHL20/PSMA5/PSMB1/PSMB7/TOPORS/UBE2V2/UBE2W","Yes"
"BP","GO:0031099","regeneration",0.00123985678444065,"FZD7/CD9/PTPRU/CSNK2A2/MAPK8IP3/WNT1/JAK2/CD81/CEBPB/LRP1/RTN4R/NDEL1/EZH2/CSNK2B/FZD9/GATA4/MAP1B/MAP2K1/RAP1A/TARBP2/APOA2/CCNB1/EPHA4/GLI1/JAM3/MYOD1/MYOZ1/PRMT5","Yes"
"BP","GO:0016331","morphogenesis of embryonic epithelium",0.00125464792070968,"VASP/FZD1/KIF20B/WNT4/DVL2/ABL1/CFL1/KAT2A/LMO4/PFN1/PRKACA/SOX8/TRAF6/CELSR1/DEAF1/FGFR2/FZD6/PAX2/PCDH8/SIX1/SOX9/STK3/WNT7B","Yes"
"CC","GO:0005819","spindle",0.0012555105394727,"CALM1/CLTC/DYNLL1/CENPE/KIF20B/CKAP5/PPP2CA/MAPKBP1/NDEL1/E4F1/RAE1/MMS19/CLTA/APP/BUB1B/CDK5RAP2/DCTN1/KAT2A/MAD1L1/MAD2L1/NCOR1/NEK2/NUMA1/PLK1/TOPBP1/TUBG1/UNC119/ANXA11/BIRC6/CCNB1/DYNLT3/ECT2/KIF11/KIF23/POLB/SNCG/SPAG8/TOPORS/WDR62/ZW10","No"
"MF","GO:0022824","transmitter-gated ion channel activity",0.00126424643082587,"GABRB1/GABRR1/PTK2B/GRIN2D/CHRNA4/GRIA4/GRID2/CHRND/GABRG2/GLRA2/GRIK1/GRIK3/HTR3A","No"
"MF","GO:0022835","transmitter-gated channel activity",0.00126424643082587,"GABRB1/GABRR1/PTK2B/GRIN2D/CHRNA4/GRIA4/GRID2/CHRND/GABRG2/GLRA2/GRIK1/GRIK3/HTR3A","No"
"BP","GO:0043954","cellular component maintenance",0.00129473719434453,"F2RL1/DLG1/DCTN1/DLG3/FYN/HOMER1/IGF1R/INSR/ITGA3/PRTN3/CSF1R/NLGN2","No"
"BP","GO:0097345","mitochondrial outer membrane permeabilization",0.00129473719434453,"SFN/TFDP1/BLOC1S2/BID/FZD9/GSK3B/GZMB/YWHAG/YWHAQ/BCL2L11/MOAP1/TP73","Yes"
"BP","GO:0051204","protein insertion into mitochondrial membrane",0.00129583489447187,"SFN/TFDP1/BID/GZMB/YWHAG/YWHAQ/BCL2L11/MOAP1/TP73","Yes"
"BP","GO:0061036","positive regulation of cartilage development",0.00129583489447187,"BMPR2/ACVRL1/SOX6/SOX5/HOXA11/SMAD1/SMAD3/BMP1/SOX9","No"
"BP","GO:0035335","peptidyl-tyrosine dephosphorylation",0.00129667227614759,"PTPRB/PTPRU/PTPRR/DUSP4/PTPRE/CDC25C/DUSP23/PTPN6/PTPRC/ACP1/CDKN3/PTPN7/PTPRA/PTPRH/PTPRJ/PTPRN/PTPRN2/PTPRO","No"
"BP","GO:0055024","regulation of cardiac muscle tissue development",0.00129667227614759,"FZD7/MEIS1/SOX6/SAV1/MEF2C/MAPK11/ERBB3/CREB1/EFNB2/KAT2A/NOTCH1/PAK1/PIN1/CCNB1/FGFR2/GLI1/TP73/ZFPM2","Yes"
"BP","GO:0045063","T-helper 1 cell differentiation",0.0013071383537526,"HMGB1/TMEM98/JAK3/CCL19/CD80/IL18R1/STAT6","No"
"BP","GO:0072074","kidney mesenchyme development",0.0013071383537526,"WNT4/MYC/PAX2/SIX1/SIX2/STAT1/WT1","No"
"BP","GO:0072077","renal vesicle morphogenesis",0.0013071383537526,"WNT4/SOX8/PAX2/SALL1/SIX2/SOX9/STAT1","No"
"BP","GO:1905939","regulation of gonad development",0.0013071383537526,"WNT4/INSR/NR5A1/SRC/SOX9/WT1/ZFPM2","No"
"BP","GO:1901379","regulation of potassium ion transmembrane transport",0.0013098507386559,"OPRK1/CAV1/BIN1/ATP1B1/DLG1/NEDD4/ANK2/AKAP9/FLNA/SUMO1/WWP2/CACNA1D/EDN3/KCNMB1/KCNQ1/NOS1AP","No"
"BP","GO:0014013","regulation of gliogenesis",0.0013098507386559,"CXCR4/BIN1/CRKL/TMEM98/NF2/LRP1/CREB1/EZH2/SOX10/APP/HDAC1/ID2/NOTCH1/SOX8/DRD3/EPHA4/NF1/P2RY12/PRMT5/TNFRSF21/TP73","Yes"
"BP","GO:0033135","regulation of peptidyl-serine phosphorylation",0.00132266908821165,"CAV1/PRKD1/CALCR/HSP90AA1/PFN2/NCK1/AKAP9/APP/ARRB1/DMD/HDAC6/NTF3/OPRD1/PAK1/PRKD2/RAF1/RAMP3/SPTBN4/INPP5K/PDCD10","Yes"
"BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.00133596291376227,"CAV1/UBB/BMPR2/ACVRL1/PCSK6/WNT1/FZD1/STK11/CREBBP/SDCBP/GIPC1/ABL1/CSNK2B/GATA4/ITGA3/MSX1/NOTCH1/NUMA1/PDPK1/PIN1/RBPMS/SMAD3/SMAD6/SMURF2/CAV2/ING2/LTBP4/ONECUT1/TFAP2B/UBE2O","Yes"
"BP","GO:0000910","cytokinesis",0.00136568977700443,"CALM1/PRKCE/CHMP2A/RASA1/KIF20B/ACTR2/GIPC1/ARF1/CFL1/GIT1/PIN1/PLK1/SSTR5/UNC119/ANXA11/BIRC6/CHMP4C/CXCR5/DRD3/ECT2/KIF23/PIK3C3/SON","No"
"BP","GO:0002711","positive regulation of T cell mediated immunity",0.0013807763200698,"STX7/PRKCZ/TRAF2/CD81/FADD/PTPRC/TRAF6/FZD5/IL18R1/PVR","Yes"
"BP","GO:0007223","Wnt signaling pathway, calcium modulating pathway",0.0013807763200698,"CALM1/TCF7L2/PLCB1/PLCB2/GNB1/CAMK2A/GNAO1/FZD5/FZD6/ROR2","No"
"BP","GO:1905809","negative regulation of synapse organization",0.00138140933005709,"EFNA1/FYN/FZD9/PTK2/UBE3A/DNM3/LILRB2/NGEF","Yes"
"BP","GO:0042698","ovulation cycle",0.00138388680631108,"OPRK1/GABRB1/PDGFRA/TYRO3/ARRB1/MAP2K6/NCOA1/NR5A1/SRC/CASP2/FSHR/OPRL1/OPRM1/PTPRN","Yes"
"BP","GO:0002685","regulation of leukocyte migration",0.00142290400361688,"AIF1/F2RL1/CD9/IL27RA/KITLG/PTK2B/PLCB1/CRKL/ITGA2/C5/HMGB1/CD81/LBP/APP/BCR/CCL21/CCR1/CREB3/FADD/CCL19/CXCR3/EDN3/JAM3/P2RY12/PTAFR/SMPD3/TNFSF14","Yes"
"BP","GO:0035810","positive regulation of urine volume",0.00143925507609195,"GNAI2/BTC/INPP5K/NPR1/OPRL1/TFAP2B","Yes"
"BP","GO:0046606","negative regulation of centrosome cycle",0.00143925507609195,"BRCA1/CHMP2A/CDK5RAP2/KAT2A/NEK2/TRIM37","No"
"BP","GO:0048148","behavioral response to cocaine",0.00143925507609195,"OPRK1/DRD1/CDK5/FADD/HOMER1/DRD3","No"
"BP","GO:1903364","positive regulation of cellular protein catabolic process",0.00144267522285006,"EZR/CAV1/PTK2B/HSP90AA1/PSMC6/CD81/SUMO2/LRP1/CSNK1A1/DISC1/GSK3B/MDM2/PLK1/PTK2/RBX1/RDX/SUMO1/UBQLN1/RNF139/RNF40/UBE2V2","Yes"
"BP","GO:0001838","embryonic epithelial tube formation",0.00146196522655175,"VASP/FZD1/KIF20B/WNT4/DVL2/ABL1/CFL1/KAT2A/LMO4/PFN1/PRKACA/SOX8/TRAF6/CELSR1/DEAF1/FZD6/PAX2/SIX1/SOX9/STK3","Yes"
"BP","GO:0042089","cytokine biosynthetic process",0.00146196522655175,"CD28/CD4/TLR8/IRF7/INHBB/TLR1/CEBPB/TLR6/LBP/TNFRSF13C/APP/CD3E/CEBPE/PRKCQ/PTPRC/TRAF6/APOA2/CD80/LILRB1/PTAFR","Yes"
"BP","GO:0072594","establishment of protein localization to organelle",0.00146846354810433,"JUP/UBB/CSNK2A2/HK1/SFN/BNIP3L/TXNIP/TFDP1/HSP90AA1/NEDD4/RPL8/DRD1/TIMM17A/PEX5/HGS/AIP/AP3B1/APPL1/BID/FLNA/GZMB/KPNA2/KPNB1/SIX3/SMAD3/UBE2D3/YWHAG/YWHAQ/AP4M1/BCL2L11/DKC1/DMAP1/ECT2/FZD5/HIST1H1B/IPO5/LRSAM1/MOAP1/NAGPA/NF1/PDCD5/PEX10/PEX7/PPP1R10/RPL13/RPL6/RPLP2/RPS25/SIX2/SORL1/SREBF2/TP73","Yes"
"BP","GO:0070542","response to fatty acid",0.00148148864589528,"PRKCE/PTGER2/PRKAA2/XRCC5/GNB1/CREB1/AKAP8/CCL21/NME1/SRC/CCL19/CCNB1/FFAR1/FFAR2/PPP5C/PTAFR","Yes"
"BP","GO:0007389","pattern specification process",0.00150726533633632,"PITX2/HHEX/BMPR2/PCSK6/CRKL/MEF2C/WNT1/PBX1/HOXA11/OTX1/SMAD1/FOXA2/DVL2/MDFI/SMARCD3/GATA4/HOXC8/KAT2A/MEOX1/MLLT3/MSX1/NOTCH1/PAX6/PRKACA/RING1/SIX3/SMAD3/SMAD5/SMAD6/SRF/CELSR1/FGFR2/FZD5/GLI1/HHIP/HOXB2/MTF2/PAX2/PCDH8/PLXNA2/ROBO1/ROR2/SENP2/SIX1/SIX2/TRAF3IP1/WNT7B/WT1","Yes"
"BP","GO:0071322","cellular response to carbohydrate stimulus",0.00154842006536016,"OPRK1/PRKCE/PHPT1/PRKAA2/FOXA2/LRP1/SMARCA4/RAB11FIP2/ARRB1/GATA4/MAP2K6/NME1/PRKACA/PRKCB/RAF1/RAP1A/SRF/CASR/GHRHR/PAX2/PTPRN/PTPRN2","Yes"
"BP","GO:0019827","stem cell population maintenance",0.00155193620006897,"FZD7/SPI1/SAV1/PBX1/CNOT2/PCM1/LSM1/MED17/NOTCH1/POLR2A/PROX1/RAF1/DIS3L2/FOXP1/GNL3/MED28/MTF2/PAX2/POLR2D/POLR2E/POLR2G/SALL1/SIX2/SOX9","No"
"BP","GO:0008306","associative learning",0.00155193620006897,"OPRK1/DRD1/CREB1/ACTR2/APP/CDK5/MECP2/SHANK1/SNAP25/SRF/DEAF1/DRD3/DRD5/NF1/OPRL1","No"
"BP","GO:0048708","astrocyte differentiation",0.00155193620006897,"SOX6/BIN1/DRD1/LRP1/ABL1/APP/ID2/MAP2K1/NOTCH1/PAX6/SOX8/EPHA4/NF1/ROR2/SOX9","Yes"
"BP","GO:0051851","modification by host of symbiont morphology or physiology",0.00155193620006897,"AQP1/CALM1/F2RL1/CAMP/SMARCA4/CFL1/CTSG/HDAC1/PLG/CAV2/CCNK/INPP5K/RAB9A/STOM/SUGT1","Yes"
"BP","GO:0007229","integrin-mediated signaling pathway",0.00156123331070373,"VAV3/PTK2B/VAV1/PRKD1/ITGA2/ITGA9/ABL1/BCAR1/COL3A1/FLNA/ITGA3/PTK2/SRC/TLN1/ITGB1BP1/ITGB7/LAT","Yes"
